"";"low_1";"low_2";"low_3";"medium_1";"medium_2";"medium_3";"elevated_1";"elevated_2";"elevated_3";"clust"
"AT1G01900.1";0.325257001458265;2.28074037837346;0.53575603414732;-0.749770657683846;-0.974841777912198;-0.188037689997259;-0.83113269087779;-0.408262781180558;0.0102921836726021;"4"
"AT1G03890.1";0.912767698452454;0.201411733683553;0.776059743571653;1.14340499206541;0.975500154882963;-0.749750650274909;-0.820969131794343;-1.38650051783692;-1.05192402274986;"4"
"AT1G07750.1";1.03989822423581;0.503696464148139;1.67717373632976;-0.0866594947325491;-0.0923451010148951;-0.324171195296395;-1.69629901478641;-0.918025434483294;-0.103268184400168;"4"
"AT1G07985.1";1.23057121985244;1.35695496757777;0.503417703586728;0.699450402585792;0.0922304993939422;-0.964817141655724;-1.0961396718176;-1.13618878012679;-0.685479199396565;"4"
"AT1G11910.1";0.572684859200991;1.45912365801509;1.69505814418057;-0.381584170593554;-1.08290685036897;-0.653243227506239;-0.735833163876554;-0.405253636358906;-0.468045612692431;"4"
"AT1G14170.1";1.31650965024122;1.06327338310124;0.899320318240213;-0.749602811152565;-0.155930171009593;0.708708976638912;-0.911007949369973;-0.924634472158599;-1.24663692453085;"4"
"AT1G14930.1";0.674244398274171;1.85354377170018;1.10090049407196;-0.6127239179624;-1.2191693932509;-0.279471103341549;-0.813882861424541;-0.19670590778673;-0.506735480280187;"4"
"AT1G14940.1";0.838394686724609;1.74190430674378;0.686739365646432;0.433678725588372;0.0872850273645266;-0.963396000534483;-0.947609991880519;-1.00135941086035;-0.875636708792367;"4"
"AT1G14950.1";1.39954280342896;0.781485409966566;1.64926416325585;-0.404929649291939;-0.387147592069853;-0.793804043035493;-0.62179570975436;-0.98941135921826;-0.633204023281472;"4"
"AT1G17100.1";1.62224212032492;0.814448554765087;0.570715293236028;-0.19627074446055;0.611012624443501;-0.0344078575483534;-0.840115810408052;-1.36115199707351;-1.18647218327907;"4"
"AT1G19900.1";0.736651560923088;-0.0377905167024342;0.467934804700846;0.292727608063144;0.660092962252717;1.51490391857036;-1.26855902199824;-1.26197069873958;-1.1039906170699;"4"
"AT1G21670.1";0.719672524161219;1.48650602009227;0.689919203622601;-0.0620747141632299;-0.469924803392524;0.501006695008858;-1.56755560108045;0.0659437496771159;-1.36349307392586;"4"
"AT1G30360.1";0.00517337918354199;0.196431439993005;1.47447111750271;0.0285988946126795;0.618162939450187;1.14704317996803;-1.22181499629072;-1.30969304711669;-0.938372907302738;"4"
"AT1G47128.1";0.797644704794902;1.02067847146453;1.94587450990941;-0.75066093803972;-0.56658741692946;-0.450969927424553;-0.846367664033693;-0.762584935964361;-0.387026803777059;"4"
"AT1G49240.1";1.8472534608149;0.877677845962123;0.541439931980357;-0.423450965058512;0.157094740754948;-0.460232198122779;-0.604407544657553;-0.308055656791077;-1.62731961488241;"4"
"AT1G63770.3";1.9259371951469;0.909014639068383;0.340228291378243;-0.585519894965939;0.51209191050765;-0.575000734021987;-0.893763902303644;-0.441748845016039;-1.19123865979356;"4"
"AT1G64110.1";1.20805672123018;1.39610104743708;0.977293284288767;-0.570815719753466;-0.0929244039225542;-0.162219394148374;-0.294104568885321;-0.947932452147344;-1.51345451409897;"4"
"AT1G70840.1";1.07787981427839;1.80942779723974;0.382357834327006;0.191692046389354;0.0921191533576218;-0.659042584645404;-0.660268254815801;-1.17486325732176;-1.05930254880914;"4"
"AT1G71695.1";2.19752059044852;0.511081170098989;0.561258627457774;-0.389133197314775;-1.08199765591518;-0.969849968096874;-0.014513472344306;-0.415208110199359;-0.399157984134796;"4"
"AT1G77510.1";1.35299524837358;-0.121829229618557;1.48956503697766;-0.646698177731194;-0.582488136684707;-1.55430240403451;0.639482779725653;0.0175348228157662;-0.594259939823685;"4"
"AT2G01140.1";0.328171488650724;1.57141728905996;1.73454013584437;-0.868790047854306;-0.351824178175688;-0.635826056571142;-0.816638682461553;-0.443354545343465;-0.51769540314889;"4"
"AT2G04780.1";2.0199008358354;0.752007493355678;0.377002065249304;-0.659907375397914;0.219332890322955;-0.0898233494410758;-0.554756648712212;-0.655445543799261;-1.40831036741288;"4"
