"";"low_1";"low_2";"low_3";"medium_1";"medium_2";"medium_3";"elevated_1";"elevated_2";"elevated_3";"clust"
"AT1G20630.1";-0.104948321120475;0.0182839896018999;0.0862208470399128;-0.751944529237845;-1.40002096282501;-0.754891826692267;0.398028410120377;0.366034490767356;2.14323790234605;"2"
"AT1G57720.1";0.109725910086644;1.39964212185034;-0.489992288357255;-1.26825636161614;-0.992256856465806;-0.876416476080816;0.266613976223133;0.358176589298382;1.49276338506152;"2"
"AT1G68560.1";-0.609938028151489;0.37872332103592;0.156412127761116;-1.25383910253418;-0.868641207494041;-0.838930780631903;0.0754553739553413;1.62335858678715;1.33739970927208;"2"
"AT1G72680.1";0.851282729317609;1.05828468136132;0.122881676769926;-1.97333054383108;-0.706933846801354;-0.936892694378226;0.468132819673513;0.443884527506036;0.672690650382253;"2"
"AT1G77120.1";-0.153884390043517;0.706330551255654;0.800054006821742;-0.824562339365678;-1.33484591289914;-1.33819181558665;1.45819218569379;0.00982923209722825;0.677078482026568;"2"
"AT1G78900.1";-0.352288902500749;1.2099809579443;1.29455449083261;-0.874116675516388;-0.899554105658394;-1.53482503072774;0.0736096885527893;0.213044567640373;0.869595009433207;"2"
"AT2G30200.1";-0.281396708523138;0.151199881003889;-0.73900294922292;-0.82763024405729;-1.20237992189963;-0.560458579274133;1.00734500913778;1.89149503368233;0.56082847915311;"2"
"AT2G34700.1";0.119781237273087;0.163862704725745;1.31529394999044;-1.23326636795788;-0.838131299801356;-1.46090006680766;0.426524647319852;0.227126399018552;1.27970879623922;"2"
"AT3G17940.1";-0.348347286632358;1.10498024122478;-0.533605036153809;-1.04005927916612;-1.34939165819782;-0.69615540545426;0.56060380988376;1.25564103461968;1.04633357987614;"2"
"AT3G26060.1";-0.7288641169108;0.522187934049405;0.590302361769653;-0.663980888888361;-1.35901941233864;-1.18214193270543;0.400830095975331;1.02082909175923;1.39985686728961;"2"
"AT3G26380.1";-0.553642505080053;1.28745132018261;0.466339711689816;-1.17049988879311;-0.874101216841755;-1.32647514007028;0.249847014876626;0.868025333497718;1.05305537053842;"2"
"AT3G44100.1";1.00982048353893;1.46389352912869;0.160016017423589;-1.14576859195978;-0.744572392041655;-1.58691119759673;0.0184538428779787;0.619298436686111;0.205769871942875;"2"
"AT3G44110.1";-0.0103198716297288;0.480071237739714;-0.230172394934303;-1.01597549317153;-0.788562622169941;-1.26199284315401;-0.137715914879409;1.6499481945248;1.3147197076744;"2"
"AT3G51800.1";0.0508031798261263;-0.430450545943272;0.546728992900266;-0.333569441899109;-1.68853917580394;-0.90293549259868;0.81443542242153;0.202497850744836;1.74102921035225;"2"
"AT3G53110.1";0.512643824158059;1.21473988402477;0.118480976843754;-1.83123732259923;-0.734322817041041;-0.56653092177785;0.131913767187687;-0.244527370343356;1.3988399795472;"2"
"AT3G62030.1";-0.148608092785415;-0.433837344753962;0.19578335099259;-0.608279579393911;-1.19999575592788;-0.76552905159473;0.0180574437392654;0.754919110024552;2.18748991969949;"2"
"AT4G01900.1";-0.106085582418058;1.14438609402833;0.557435057420167;-1.25802563320159;-1.25869690602228;-0.912905896358222;-0.1574424532598;0.571078093927052;1.4202572258844;"2"
"AT4G10750.1";-0.131961173905383;1.5344121568534;0.924183945857741;-1.11348173378724;-1.20891597798678;-1.05675029588618;0.397233479861386;-0.212507819485874;0.867787418478922;"2"
"AT4G12130.1";0.166282697692087;1.65039799310049;0.505823257859965;-1.18507664587482;-1.16394029053427;-0.665711182968402;-0.350917748590065;-0.227804956281321;1.27094687559634;"2"
"AT4G37870.1";0.461083566162767;1.0004184965473;0.119979863859008;-1.6670881966895;-1.23694944157443;-0.54375781727305;1.34485606913816;0.594400185651609;-0.0729427258218664;"2"
"AT5G26120.1";0.22233390559024;1.55602577360432;1.1719919387349;-1.00629186527623;-0.763851396833618;-1.14387433428225;-0.919174994968532;0.532686008927449;0.350154964503722;"2"
"AT5G26830.1";-0.769932616820696;0.204619140881014;-0.194283695961059;-1.55055921066055;-1.03091022568837;0.138803357802794;0.539590357649973;1.2801443288046;1.3825285639923;"2"
"AT5G35360.1";0.346211091363148;1.01402357250391;0.163318774767766;-0.785590826836544;-0.759863840858089;-2.01070129496799;0.557770232754094;0.429940476067496;1.04489181520621;"2"
"AT5G36880.1";-0.807125664041559;0.661057919937178;-0.208262682287845;-1.18326684778641;-0.634293312082108;-0.977626838454263;0.752257522132508;0.619554969038666;1.77770493354383;"2"
"AT5G50250.1";0.414613959773021;0.504772548600921;-0.121609014463656;-1.33829021278212;-1.27127256993027;-1.09138961708809;0.833669939024489;0.785961127077522;1.28354383978818;"2"
"AT5G50920.1";-1.13437716768822;0.0854366992416819;-0.123050386269751;-0.34798758927824;-1.35932092936667;-0.393954507294547;0.291541090477751;1.35595472687643;1.62575806330157;"2"
"AT5G64570.1";0.230376228032068;0.594232809660266;1.24900751504401;-1.83134286789993;-1.19156164781123;-0.26115778409252;-0.134494176466721;1.03950862311521;0.305431300418854;"2"
