"";"low_1";"low_2";"low_3";"medium_1";"medium_2";"medium_3";"elevated_1";"elevated_2";"elevated_3";"clust"
"AT1G03030.1";-1.0284380070864;-0.950816088590589;-0.924902048823341;-0.421473184549296;-0.00702623579164202;-0.432283090205383;1.3090570075964;1.43883767730534;1.01704397014491;"1"
"AT1G04480.1";-0.252040664764008;0.129208177778507;-1.0510016213497;-0.105838826398486;-0.914631356151464;-1.24440662743838;1.414706118873;1.44164469041789;0.582360109032638;"1"
"AT1G07140.1";-1.8278123770094;-1.38550939725858;-0.0753291584741883;0.573821625686043;0.8242016268802;-0.291256560588283;0.599687663990313;0.911686182432474;0.670510394341416;"1"
"AT1G07920.1";-0.925084598015243;-1.32633164583379;-0.451630923304367;0.38000669784313;-0.148755918709833;-0.7399504126963;0.425929849003577;1.84303515435165;0.942781797361179;"1"
"AT1G08110.1";-1.1480600434653;-1.16834887269839;-0.998140318752852;0.0254022735858164;1.49454407824116;-0.2264915849577;1.26470601129766;0.65158606549935;0.104802391250256;"1"
"AT1G09640.1";-0.534758702819592;-0.8121787744432;-0.498748555128554;-0.560230004654301;-0.499018765639725;-0.870907413677382;1.16469838006195;0.706100003194719;1.90504383310609;"1"
"AT1G10590.1";-1.93704386950676;-1.2525933089032;-0.141810627123455;0.743925352378132;0.513066821658549;0.225865465383154;1.18688454720727;0.0449673403959731;0.616738278510337;"1"
"AT1G18500.1";-0.85664602426902;-1.09903752150586;-1.11239461729612;-0.141901829524631;0.220406362635479;-0.581122784381518;1.51864672784438;1.06271070208927;0.989338984408012;"1"
"AT1G20020.1";-0.860147790703649;-0.584377230993067;-1.18364545679502;-0.696470395694669;0.486891961531918;-0.554227957871579;1.23357537006637;1.64367941539591;0.514722085063795;"1"
"AT1G20260.1";-0.732316144383689;-0.734239065833438;-1.55895614519621;-0.194020579601347;-0.690516386137669;0.706182596329569;1.10444073581108;1.21931363082199;0.880111358189717;"1"
"AT1G20620.1";-1.12323355565782;-0.952896619081954;-1.12323355565782;-0.216686874132617;-0.135378798547542;-0.110908703750506;1.1079725476137;1.30068341607996;1.25368214313461;"1"
"AT1G43670.1";-0.967189112799525;-0.998903176871785;-0.974774213077714;-0.120540496114923;-0.147124589932351;-0.537337990938918;0.99661205746151;1.47261107892081;1.2766464433529;"1"
"AT1G47980.1";-0.440767311185856;-0.388289297276284;-0.760554908731969;-0.698737509647403;-1.0001329963957;-0.575483441115247;1.49212915880223;0.856086859355338;1.51574944619489;"1"
"AT1G52560.1";-0.288092489055513;-1.41453805556985;-1.48378781796286;1.41214704047159;0.652817092334001;-0.240065052713704;0.921696331127872;-0.161042345519276;0.600865296887745;"1"
"AT1G56600.1";-1.15451242284388;-1.16668960990395;-0.997319214841869;0.450130418157994;0.72645544788544;-0.332361587447757;1.65979800241407;0.845335077281931;-0.0308361107019713;"1"
"AT1G65090.2";-1.11864638934489;-0.693613281190039;-1.37539987546441;-0.353042445238457;0.0702966539228927;0.0971764852314759;1.59987186587938;1.11558317836265;0.657773807841412;"1"
"AT1G68010.1";-1.28616180995021;-0.598669420544215;-0.934608780113217;-0.376740321413366;0.0792924692427209;-0.294635336610973;0.650561267618136;0.812954205565209;1.94800772620592;"1"
"AT1G74310.1";-1.61810479776787;-1.61810479776787;-0.384623686503057;0.844399131210001;0.723106360134792;0.351975024646081;0.364767382213199;0.329564378541564;1.00702100529316;"1"
"AT1G77090.1";-1.1264890996494;-1.24270301888521;-1.28564855053302;0.854284002162316;-0.0401910159520085;0.996888762522637;1.02231480235348;0.872302511276042;-0.0507583932948397;"1"
"AT2G21820.1";-1.11867520521754;-0.229836533211354;-0.74865680537325;-0.945680671485381;-0.343584217188711;-0.39258331928486;1.13596641641597;1.01698207146999;1.62606826387514;"1"
"AT2G22240.1";-0.530769022866859;-0.807230629021873;-1.72167247175372;-0.126866658344996;0.0157920322206577;1.12849700366995;0.32090699384808;1.644305569261;0.077037182987766;"1"
"AT2G23110.1";-0.831057366322563;-0.928936270456444;-0.884165449602597;-0.370562448890924;-0.22578714638326;-0.518578105377515;1.82096707280474;0.887274136832944;1.05084557739562;"1"
"AT2G29300.1";-1.04259666070065;-1.41700880742021;-0.823845314560771;0.152390850812468;0.434444574775161;-0.0899725478730465;0.813106642086541;0.15072613926427;1.82275512361623;"1"
"AT2G32120.1";-1.07329855896458;-0.429755235883622;-0.753644093347875;-0.692056938176235;-0.879949064944163;0.202914354083278;0.70658113453104;1.31679650798092;1.60241189472123;"1"
"AT2G36640.1";-0.674033299164282;-0.744463009636475;-0.86835008958995;0.0253632729529174;-0.86835008958995;-0.664146191604994;0.866746979279343;1.51866871278518;1.40856371456822;"1"
"AT2G37660.1";-1.55948351887822;-1.054993579919;-1.02646913030943;1.43833776836437;0.381380035449267;0.218286292271517;0.679324159510217;0.107246398295173;0.816371575216108;"1"
"AT2G38040.1";-0.943521994200023;-1.52195344456258;-0.699609516824705;0.148794010753533;0.174068612583667;-0.389786078257368;1.18106669394636;0.477064868719754;1.57387684784136;"1"
"AT2G43520.1";-0.893810181742997;-0.63824332545504;-0.988198801759836;-0.369439263714356;-0.446437330180485;-0.438791238348035;1.78249401286852;0.744502227908533;1.24792390042369;"1"
"AT2G44060.1";-0.925101307004308;-1.25107670252934;-0.800259553474032;-0.362623980847792;-0.355908342452009;0.21020143110703;1.67669345887881;0.595525577256801;1.21254941906484;"1"
"AT3G12580.1";-0.885808047674717;-0.914769273040441;-1.19395950551598;-0.0267196708204871;-0.870194838472865;0.536852740181953;1.21404798644383;1.33668396477472;0.803866644123996;"1"
"AT3G12780.1";-0.603279861354617;-1.67716463233288;-0.770562593223915;0.23189250646209;0.217271237021732;0.0791727663161311;1.81826004807226;-0.180706334067334;0.885116863106526;"1"
"AT3G12800.1";-1.57473761754471;-1.51319522985488;-0.105935537836111;1.12870566658388;-0.163392612557822;0.195220546790013;0.132678025420589;0.782127475284459;1.11852928371458;"1"
"AT3G12960.1";-1.76868241284588;-0.815891113728805;-0.620194438016368;-0.0858389605808242;0.400856973567673;0.0833216701576149;0.149940802083441;1.5467624148747;1.10972506448845;"1"
"AT3G14310.1";0.0328026255432213;-0.340467901448548;-0.949325363584088;-0.665518087348084;-0.687532977978305;-0.60867293892432;2.13838984084676;1.05950156404313;0.020823238850233;"1"
"AT3G14990.1";-1.14160135303511;-1.24016067867168;-0.682717384899694;0.131641547332018;0.413248886124102;-0.199091874475376;0.871594612214898;-0.0762973980269775;1.92338364343781;"1"
"AT3G16895.1";-1.94203555694658;-0.874158776655786;-0.413243212146117;-0.0250133953923022;0.233735404207714;0.201176026231749;1.54400450709728;0.62362566563896;0.651909337965085;"1"
"AT3G22200.1";-0.874720720798385;-0.222791143484055;-0.829896642352144;-0.440736951429384;-0.485098354805414;-0.711387053052315;0.350974593295613;1.23677284846438;1.9768834241617;"1"
"AT3G23400.1";-0.207632734654363;-1.11101009352982;-1.31378466872541;-0.306778511856388;-0.540570387067198;0.105771267881934;1.77857563568421;1.08316980365531;0.512259688611721;"1"
"AT3G23570.1";-1.5948663964387;-0.797392149523251;-0.637464908499807;0.322601103728843;-0.430057264320755;-0.31604876978252;1.10094190505564;1.3287849124944;1.02350156728614;"1"
"AT3G44300.1";-0.831231344804979;-1.19540340940962;-1.3549950699382;0.0542784000174596;-0.342910135051674;1.06905320521188;1.08055640150113;0.282386690072578;1.23826526240144;"1"
